id,date,store_nbr,family,sales,onpromotion
0,2013-01-01,1,AUTOMOTIVE,0.0,0
1,2013-01-01,1,BABY CARE,0.0,0
2,2013-01-01,1,BEAUTY,0.0,0
3,2013-01-01,1,BEVERAGES,0.0,0
4,2013-01-01,1,BOOKS,0.0,0
5,2013-01-01,1,BREAD/BAKERY,0.0,0
6,2013-01-01,1,CELEBRATION,0.0,0
7,2013-01-01,1,CLEANING,0.0,0
8,2013-01-01,1,DAIRY,0.0,0
9,2013-01-01,1,DELI,0.0,0
10,2013-01-01,1,EGGS,0.0,0
11,2013-01-01,1,FROZEN FOODS,0.0,0
12,2013-01-01,1,GROCERY I,0.0,0
13,2013-01-01,1,GROCERY II,0.0,0
14,2013-01-01,1,HARDWARE,0.0,0
15,2013-01-01,1,HOME AND KITCHEN I,0.0,0
16,2013-01-01,1,HOME AND KITCHEN II,0.0,0
17,2013-01-01,1,HOME APPLIANCES,0.0,0
18,2013-01-01,1,HOME CARE,0.0,0
19,2013-01-01,1,LADIESWEAR,0.0,0
20,2013-01-01,1,LAWN AND GARDEN,0.0,0
21,2013-01-01,1,LINGERIE,0.0,0
22,2013-01-01,1,"LIQUOR,WINE,BEER",0.0,0
23,2013-01-01,1,MAGAZINES,0.0,0
24,2013-01-01,1,MEATS,0.0,0
25,2013-01-01,1,PERSONAL CARE,0.0,0
26,2013-01-01,1,PET SUPPLIES,0.0,0
27,2013-01-01,1,PLAYERS AND ELECTRONICS,0.0,0
28,2013-01-01,1,POULTRY,0.0,0
29,2013-01-01,1,PREPARED FOODS,0.0,0
30,2013-01-01,1,PRODUCE,0.0,0
31,2013-01-01,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
32,2013-01-01,1,SEAFOOD,0.0,0
33,2013-01-01,10,AUTOMOTIVE,0.0,0
34,2013-01-01,10,BABY CARE,0.0,0
35,2013-01-01,10,BEAUTY,0.0,0
36,2013-01-01,10,BEVERAGES,0.0,0
37,2013-01-01,10,BOOKS,0.0,0
38,2013-01-01,10,BREAD/BAKERY,0.0,0
39,2013-01-01,10,CELEBRATION,0.0,0
40,2013-01-01,10,CLEANING,0.0,0
41,2013-01-01,10,DAIRY,0.0,0
42,2013-01-01,10,DELI,0.0,0
43,2013-01-01,10,EGGS,0.0,0
44,2013-01-01,10,FROZEN FOODS,0.0,0
45,2013-01-01,10,GROCERY I,0.0,0
46,2013-01-01,10,GROCERY II,0.0,0
47,2013-01-01,10,HARDWARE,0.0,0
48,2013-01-01,10,HOME AND KITCHEN I,0.0,0
49,2013-01-01,10,HOME AND KITCHEN II,0.0,0
50,2013-01-01,10,HOME APPLIANCES,0.0,0
51,2013-01-01,10,HOME CARE,0.0,0
52,2013-01-01,10,LADIESWEAR,0.0,0
53,2013-01-01,10,LAWN AND GARDEN,0.0,0
54,2013-01-01,10,LINGERIE,0.0,0
55,2013-01-01,10,"LIQUOR,WINE,BEER",0.0,0
56,2013-01-01,10,MAGAZINES,0.0,0
57,2013-01-01,10,MEATS,0.0,0
58,2013-01-01,10,PERSONAL CARE,0.0,0
59,2013-01-01,10,PET SUPPLIES,0.0,0
60,2013-01-01,10,PLAYERS AND ELECTRONICS,0.0,0
61,2013-01-01,10,POULTRY,0.0,0
62,2013-01-01,10,PREPARED FOODS,0.0,0
63,2013-01-01,10,PRODUCE,0.0,0
64,2013-01-01,10,SCHOOL AND OFFICE SUPPLIES,0.0,0
65,2013-01-01,10,SEAFOOD,0.0,0
66,2013-01-01,11,AUTOMOTIVE,0.0,0
67,2013-01-01,11,BABY CARE,0.0,0
68,2013-01-01,11,BEAUTY,0.0,0
69,2013-01-01,11,BEVERAGES,0.0,0
70,2013-01-01,11,BOOKS,0.0,0
71,2013-01-01,11,BREAD/BAKERY,0.0,0
72,2013-01-01,11,CELEBRATION,0.0,0
73,2013-01-01,11,CLEANING,0.0,0
74,2013-01-01,11,DAIRY,0.0,0
75,2013-01-01,11,DELI,0.0,0
76,2013-01-01,11,EGGS,0.0,0
77,2013-01-01,11,FROZEN FOODS,0.0,0
78,2013-01-01,11,GROCERY I,0.0,0
79,2013-01-01,11,GROCERY II,0.0,0
80,2013-01-01,11,HARDWARE,0.0,0
81,2013-01-01,11,HOME AND KITCHEN I,0.0,0
82,2013-01-01,11,HOME AND KITCHEN II,0.0,0
83,2013-01-01,11,HOME APPLIANCES,0.0,0
84,2013-01-01,11,HOME CARE,0.0,0
85,2013-01-01,11,LADIESWEAR,0.0,0
86,2013-01-01,11,LAWN AND GARDEN,0.0,0
87,2013-01-01,11,LINGERIE,0.0,0
88,2013-01-01,11,"LIQUOR,WINE,BEER",0.0,0
89,2013-01-01,11,MAGAZINES,0.0,0
90,2013-01-01,11,MEATS,0.0,0
91,2013-01-01,11,PERSONAL CARE,0.0,0
92,2013-01-01,11,PET SUPPLIES,0.0,0
93,2013-01-01,11,PLAYERS AND ELECTRONICS,0.0,0
94,2013-01-01,11,POULTRY,0.0,0
95,2013-01-01,11,PREPARED FOODS,0.0,0
96,2013-01-01,11,PRODUCE,0.0,0
97,2013-01-01,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
98,2013-01-01,11,SEAFOOD,0.0,0
99,2013-01-01,12,AUTOMOTIVE,0.0,0
100,2013-01-01,12,BABY CARE,0.0,0
101,2013-01-01,12,BEAUTY,0.0,0
102,2013-01-01,12,BEVERAGES,0.0,0
103,2013-01-01,12,BOOKS,0.0,0
104,2013-01-01,12,BREAD/BAKERY,0.0,0
105,2013-01-01,12,CELEBRATION,0.0,0
106,2013-01-01,12,CLEANING,0.0,0
107,2013-01-01,12,DAIRY,0.0,0
108,2013-01-01,12,DELI,0.0,0
109,2013-01-01,12,EGGS,0.0,0
110,2013-01-01,12,FROZEN FOODS,0.0,0
111,2013-01-01,12,GROCERY I,0.0,0
112,2013-01-01,12,GROCERY II,0.0,0
113,2013-01-01,12,HARDWARE,0.0,0
114,2013-01-01,12,HOME AND KITCHEN I,0.0,0
115,2013-01-01,12,HOME AND KITCHEN II,0.0,0
116,2013-01-01,12,HOME APPLIANCES,0.0,0
117,2013-01-01,12,HOME CARE,0.0,0
118,2013-01-01,12,LADIESWEAR,0.0,0
119,2013-01-01,12,LAWN AND GARDEN,0.0,0
120,2013-01-01,12,LINGERIE,0.0,0
121,2013-01-01,12,"LIQUOR,WINE,BEER",0.0,0
122,2013-01-01,12,MAGAZINES,0.0,0
123,2013-01-01,12,MEATS,0.0,0
124,2013-01-01,12,PERSONAL CARE,0.0,0
125,2013-01-01,12,PET SUPPLIES,0.0,0
126,2013-01-01,12,PLAYERS AND ELECTRONICS,0.0,0
127,2013-01-01,12,POULTRY,0.0,0
128,2013-01-01,12,PREPARED FOODS,0.0,0
129,2013-01-01,12,PRODUCE,0.0,0
130,2013-01-01,12,SCHOOL AND OFFICE SUPPLIES,0.0,0
131,2013-01-01,12,SEAFOOD,0.0,0
132,2013-01-01,13,AUTOMOTIVE,0.0,0
133,2013-01-01,13,BABY CARE,0.0,0
134,2013-01-01,13,BEAUTY,0.0,0
135,2013-01-01,13,BEVERAGES,0.0,0
136,2013-01-01,13,BOOKS,0.0,0
137,2013-01-01,13,BREAD/BAKERY,0.0,0
138,2013-01-01,13,CELEBRATION,0.0,0
139,2013-01-01,13,CLEANING,0.0,0
140,2013-01-01,13,DAIRY,0.0,0
141,2013-01-01,13,DELI,0.0,0
142,2013-01-01,13,EGGS,0.0,0
143,2013-01-01,13,FROZEN FOODS,0.0,0
144,2013-01-01,13,GROCERY I,0.0,0
145,2013-01-01,13,GROCERY II,0.0,0
146,2013-01-01,13,HARDWARE,0.0,0
147,2013-01-01,13,HOME AND KITCHEN I,0.0,0
148,2013-01-01,13,HOME AND KITCHEN II,0.0,0
149,2013-01-01,13,HOME APPLIANCES,0.0,0
150,2013-01-01,13,HOME CARE,0.0,0
151,2013-01-01,13,LADIESWEAR,0.0,0
152,2013-01-01,13,LAWN AND GARDEN,0.0,0
153,2013-01-01,13,LINGERIE,0.0,0
154,2013-01-01,13,"LIQUOR,WINE,BEER",0.0,0
155,2013-01-01,13,MAGAZINES,0.0,0
156,2013-01-01,13,MEATS,0.0,0
157,2013-01-01,13,PERSONAL CARE,0.0,0
158,2013-01-01,13,PET SUPPLIES,0.0,0
159,2013-01-01,13,PLAYERS AND ELECTRONICS,0.0,0
160,2013-01-01,13,POULTRY,0.0,0
161,2013-01-01,13,PREPARED FOODS,0.0,0
162,2013-01-01,13,PRODUCE,0.0,0
163,2013-01-01,13,SCHOOL AND OFFICE SUPPLIES,0.0,0
164,2013-01-01,13,SEAFOOD,0.0,0
165,2013-01-01,14,AUTOMOTIVE,0.0,0
166,2013-01-01,14,BABY CARE,0.0,0
167,2013-01-01,14,BEAUTY,0.0,0
168,2013-01-01,14,BEVERAGES,0.0,0
169,2013-01-01,14,BOOKS,0.0,0
170,2013-01-01,14,BREAD/BAKERY,0.0,0
171,2013-01-01,14,CELEBRATION,0.0,0
172,2013-01-01,14,CLEANING,0.0,0
173,2013-01-01,14,DAIRY,0.0,0
174,2013-01-01,14,DELI,0.0,0
175,2013-01-01,14,EGGS,0.0,0
176,2013-01-01,14,FROZEN FOODS,0.0,0
177,2013-01-01,14,GROCERY I,0.0,0
178,2013-01-01,14,GROCERY II,0.0,0
179,2013-01-01,14,HARDWARE,0.0,0
180,2013-01-01,14,HOME AND KITCHEN I,0.0,0
181,2013-01-01,14,HOME AND KITCHEN II,0.0,0
182,2013-01-01,14,HOME APPLIANCES,0.0,0
183,2013-01-01,14,HOME CARE,0.0,0
184,2013-01-01,14,LADIESWEAR,0.0,0
185,2013-01-01,14,LAWN AND GARDEN,0.0,0
186,2013-01-01,14,LINGERIE,0.0,0
187,2013-01-01,14,"LIQUOR,WINE,BEER",0.0,0
188,2013-01-01,14,MAGAZINES,0.0,0
189,2013-01-01,14,MEATS,0.0,0
190,2013-01-01,14,PERSONAL CARE,0.0,0
191,2013-01-01,14,PET SUPPLIES,0.0,0
192,2013-01-01,14,PLAYERS AND ELECTRONICS,0.0,0
193,2013-01-01,14,POULTRY,0.0,0
194,2013-01-01,14,PREPARED FOODS,0.0,0
195,2013-01-01,14,PRODUCE,0.0,0
196,2013-01-01,14,SCHOOL AND OFFICE SUPPLIES,0.0,0
197,2013-01-01,14,SEAFOOD,0.0,0
198,2013-01-01,15,AUTOMOTIVE,0.0,0
199,2013-01-01,15,BABY CARE,0.0,0
200,2013-01-01,15,BEAUTY,0.0,0
201,2013-01-01,15,BEVERAGES,0.0,0
202,2013-01-01,15,BOOKS,0.0,0
203,2013-01-01,15,BREAD/BAKERY,0.0,0
204,2013-01-01,15,CELEBRATION,0.0,0
205,2013-01-01,15,CLEANING,0.0,0
206,2013-01-01,15,DAIRY,0.0,0
207,2013-01-01,15,DELI,0.0,0
208,2013-01-01,15,EGGS,0.0,0
209,2013-01-01,15,FROZEN FOODS,0.0,0
210,2013-01-01,15,GROCERY I,0.0,0
211,2013-01-01,15,GROCERY II,0.0,0
212,2013-01-01,15,HARDWARE,0.0,0
213,2013-01-01,15,HOME AND KITCHEN I,0.0,0
214,2013-01-01,15,HOME AND KITCHEN II,0.0,0
215,2013-01-01,15,HOME APPLIANCES,0.0,0
216,2013-01-01,15,HOME CARE,0.0,0
217,2013-01-01,15,LADIESWEAR,0.0,0
218,2013-01-01,15,LAWN AND GARDEN,0.0,0
219,2013-01-01,15,LINGERIE,0.0,0
220,2013-01-01,15,"LIQUOR,WINE,BEER",0.0,0
221,2013-01-01,15,MAGAZINES,0.0,0
222,2013-01-01,15,MEATS,0.0,0
223,2013-01-01,15,PERSONAL CARE,0.0,0
224,2013-01-01,15,PET SUPPLIES,0.0,0
225,2013-01-01,15,PLAYERS AND ELECTRONICS,0.0,0
226,2013-01-01,15,POULTRY,0.0,0
227,2013-01-01,15,PREPARED FOODS,0.0,0
228,2013-01-01,15,PRODUCE,0.0,0
229,2013-01-01,15,SCHOOL AND OFFICE SUPPLIES,0.0,0
230,2013-01-01,15,SEAFOOD,0.0,0
231,2013-01-01,16,AUTOMOTIVE,0.0,0
232,2013-01-01,16,BABY CARE,0.0,0
233,2013-01-01,16,BEAUTY,0.0,0
234,2013-01-01,16,BEVERAGES,0.0,0
235,2013-01-01,16,BOOKS,0.0,0
236,2013-01-01,16,BREAD/BAKERY,0.0,0
237,2013-01-01,16,CELEBRATION,0.0,0
238,2013-01-01,16,CLEANING,0.0,0
239,2013-01-01,16,DAIRY,0.0,0
240,2013-01-01,16,DELI,0.0,0
241,2013-01-01,16,EGGS,0.0,0
242,2013-01-01,16,FROZEN FOODS,0.0,0
243,2013-01-01,16,GROCERY I,0.0,0
244,2013-01-01,16,GROCERY II,0.0,0
245,2013-01-01,16,HARDWARE,0.0,0
246,2013-01-01,16,HOME AND KITCHEN I,0.0,0
247,2013-01-01,16,HOME AND KITCHEN II,0.0,0
248,2013-01-01,16,HOME APPLIANCES,0.0,0
249,2013-01-01,16,HOME CARE,0.0,0
250,2013-01-01,16,LADIESWEAR,0.0,0
251,2013-01-01,16,LAWN AND GARDEN,0.0,0
252,2013-01-01,16,LINGERIE,0.0,0
253,2013-01-01,16,"LIQUOR,WINE,BEER",0.0,0
254,2013-01-01,16,MAGAZINES,0.0,0
255,2013-01-01,16,MEATS,0.0,0
256,2013-01-01,16,PERSONAL CARE,0.0,0
257,2013-01-01,16,PET SUPPLIES,0.0,0
258,2013-01-01,16,PLAYERS AND ELECTRONICS,0.0,0
259,2013-01-01,16,POULTRY,0.0,0
260,2013-01-01,16,PREPARED FOODS,0.0,0
261,2013-01-01,16,PRODUCE,0.0,0
262,2013-01-01,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
263,2013-01-01,16,SEAFOOD,0.0,0
264,2013-01-01,17,AUTOMOTIVE,0.0,0
265,2013-01-01,17,BABY CARE,0.0,0
266,2013-01-01,17,BEAUTY,0.0,0
267,2013-01-01,17,BEVERAGES,0.0,0
268,2013-01-01,17,BOOKS,0.0,0
269,2013-01-01,17,BREAD/BAKERY,0.0,0
270,2013-01-01,17,CELEBRATION,0.0,0
271,2013-01-01,17,CLEANING,0.0,0
272,2013-01-01,17,DAIRY,0.0,0
273,2013-01-01,17,DELI,0.0,0
274,2013-01-01,17,EGGS,0.0,0
275,2013-01-01,17,FROZEN FOODS,0.0,0
276,2013-01-01,17,GROCERY I,0.0,0
277,2013-01-01,17,GROCERY II,0.0,0
278,2013-01-01,17,HARDWARE,0.0,0
279,2013-01-01,17,HOME AND KITCHEN I,0.0,0
280,2013-01-01,17,HOME AND KITCHEN II,0.0,0
281,2013-01-01,17,HOME APPLIANCES,0.0,0
282,2013-01-01,17,HOME CARE,0.0,0
283,2013-01-01,17,LADIESWEAR,0.0,0
284,2013-01-01,17,LAWN AND GARDEN,0.0,0
285,2013-01-01,17,LINGERIE,0.0,0
286,2013-01-01,17,"LIQUOR,WINE,BEER",0.0,0
287,2013-01-01,17,MAGAZINES,0.0,0
288,2013-01-01,17,MEATS,0.0,0
289,2013-01-01,17,PERSONAL CARE,0.0,0
290,2013-01-01,17,PET SUPPLIES,0.0,0
291,2013-01-01,17,PLAYERS AND ELECTRONICS,0.0,0
292,2013-01-01,17,POULTRY,0.0,0
293,2013-01-01,17,PREPARED FOODS,0.0,0
294,2013-01-01,17,PRODUCE,0.0,0
295,2013-01-01,17,SCHOOL AND OFFICE SUPPLIES,0.0,0
296,2013-01-01,17,SEAFOOD,0.0,0
297,2013-01-01,18,AUTOMOTIVE,0.0,0
298,2013-01-01,18,BABY CARE,0.0,0
299,2013-01-01,18,BEAUTY,0.0,0
300,2013-01-01,18,BEVERAGES,0.0,0
301,2013-01-01,18,BOOKS,0.0,0
302,2013-01-01,18,BREAD/BAKERY,0.0,0
303,2013-01-01,18,CELEBRATION,0.0,0
304,2013-01-01,18,CLEANING,0.0,0
305,2013-01-01,18,DAIRY,0.0,0
306,2013-01-01,18,DELI,0.0,0
307,2013-01-01,18,EGGS,0.0,0
308,2013-01-01,18,FROZEN FOODS,0.0,0
309,2013-01-01,18,GROCERY I,0.0,0
310,2013-01-01,18,GROCERY II,0.0,0
311,2013-01-01,18,HARDWARE,0.0,0
312,2013-01-01,18,HOME AND KITCHEN I,0.0,0
313,2013-01-01,18,HOME AND KITCHEN II,0.0,0
314,2013-01-01,18,HOME APPLIANCES,0.0,0
315,2013-01-01,18,HOME CARE,0.0,0
316,2013-01-01,18,LADIESWEAR,0.0,0
317,2013-01-01,18,LAWN AND GARDEN,0.0,0
318,2013-01-01,18,LINGERIE,0.0,0
319,2013-01-01,18,"LIQUOR,WINE,BEER",0.0,0
320,2013-01-01,18,MAGAZINES,0.0,0
321,2013-01-01,18,MEATS,0.0,0
322,2013-01-01,18,PERSONAL CARE,0.0,0
323,2013-01-01,18,PET SUPPLIES,0.0,0
324,2013-01-01,18,PLAYERS AND ELECTRONICS,0.0,0
325,2013-01-01,18,POULTRY,0.0,0
326,2013-01-01,18,PREPARED FOODS,0.0,0
327,2013-01-01,18,PRODUCE,0.0,0
328,2013-01-01,18,SCHOOL AND OFFICE SUPPLIES,0.0,0
329,2013-01-01,18,SEAFOOD,0.0,0
330,2013-01-01,19,AUTOMOTIVE,0.0,0
331,2013-01-01,19,BABY CARE,0.0,0
332,2013-01-01,19,BEAUTY,0.0,0
333,2013-01-01,19,BEVERAGES,0.0,0
334,2013-01-01,19,BOOKS,0.0,0
335,2013-01-01,19,BREAD/BAKERY,0.0,0
336,2013-01-01,19,CELEBRATION,0.0,0
337,2013-01-01,19,CLEANING,0.0,0
338,2013-01-01,19,DAIRY,0.0,0
339,2013-01-01,19,DELI,0.0,0
340,2013-01-01,19,EGGS,0.0,0
341,2013-01-01,19,FROZEN FOODS,0.0,0
342,2013-01-01,19,GROCERY I,0.0,0
343,2013-01-01,19,GROCERY II,0.0,0
344,2013-01-01,19,HARDWARE,0.0,0
345,2013-01-01,19,HOME AND KITCHEN I,0.0,0
346,2013-01-01,19,HOME AND KITCHEN II,0.0,0
347,2013-01-01,19,HOME APPLIANCES,0.0,0
348,2013-01-01,19,HOME CARE,0.0,0
349,2013-01-01,19,LADIESWEAR,0.0,0
350,2013-01-01,19,LAWN AND GARDEN,0.0,0
351,2013-01-01,19,LINGERIE,0.0,0
352,2013-01-01,19,"LIQUOR,WINE,BEER",0.0,0
353,2013-01-01,19,MAGAZINES,0.0,0
354,2013-01-01,19,MEATS,0.0,0
355,2013-01-01,19,PERSONAL CARE,0.0,0
356,2013-01-01,19,PET SUPPLIES,0.0,0
357,2013-01-01,19,PLAYERS AND ELECTRONICS,0.0,0
358,2013-01-01,19,POULTRY,0.0,0
359,2013-01-01,19,PREPARED FOODS,0.0,0
360,2013-01-01,19,PRODUCE,0.0,0
361,2013-01-01,19,SCHOOL AND OFFICE SUPPLIES,0.0,0
362,2013-01-01,19,SEAFOOD,0.0,0
363,2013-01-01,2,AUTOMOTIVE,0.0,0
364,2013-01-01,2,BABY CARE,0.0,0
365,2013-01-01,2,BEAUTY,0.0,0
366,2013-01-01,2,BEVERAGES,0.0,0
367,2013-01-01,2,BOOKS,0.0,0
368,2013-01-01,2,BREAD/BAKERY,0.0,0
369,2013-01-01,2,CELEBRATION,0.0,0
370,2013-01-01,2,CLEANING,0.0,0
371,2013-01-01,2,DAIRY,0.0,0
372,2013-01-01,2,DELI,0.0,0
373,2013-01-01,2,EGGS,0.0,0
374,2013-01-01,2,FROZEN FOODS,0.0,0
375,2013-01-01,2,GROCERY I,0.0,0
376,2013-01-01,2,GROCERY II,0.0,0
377,2013-01-01,2,HARDWARE,0.0,0
378,2013-01-01,2,HOME AND KITCHEN I,0.0,0
379,2013-01-01,2,HOME AND KITCHEN II,0.0,0
380,2013-01-01,2,HOME APPLIANCES,0.0,0
381,2013-01-01,2,HOME CARE,0.0,0
382,2013-01-01,2,LADIESWEAR,0.0,0
383,2013-01-01,2,LAWN AND GARDEN,0.0,0
384,2013-01-01,2,LINGERIE,0.0,0
385,2013-01-01,2,"LIQUOR,WINE,BEER",0.0,0
386,2013-01-01,2,MAGAZINES,0.0,0
387,2013-01-01,2,MEATS,0.0,0
388,2013-01-01,2,PERSONAL CARE,0.0,0
389,2013-01-01,2,PET SUPPLIES,0.0,0
390,2013-01-01,2,PLAYERS AND ELECTRONICS,0.0,0
391,2013-01-01,2,POULTRY,0.0,0
392,2013-01-01,2,PREPARED FOODS,0.0,0
393,2013-01-01,2,PRODUCE,0.0,0
394,2013-01-01,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
395,2013-01-01,2,SEAFOOD,0.0,0
396,2013-01-01,20,AUTOMOTIVE,0.0,0
397,2013-01-01,20,BABY CARE,0.0,0
398,2013-01-01,20,BEAUTY,0.0,0
399,2013-01-01,20,BEVERAGES,0.0,0
400,2013-01-01,20,BOOKS,0.0,0
401,2013-01-01,20,BREAD/BAKERY,0.0,0
402,2013-01-01,20,CELEBRATION,0.0,0
403,2013-01-01,20,CLEANING,0.0,0
404,2013-01-01,20,DAIRY,0.0,0
405,2013-01-01,20,DELI,0.0,0
406,2013-01-01,20,EGGS,0.0,0
407,2013-01-01,20,FROZEN FOODS,0.0,0
408,2013-01-01,20,GROCERY I,0.0,0
409,2013-01-01,20,GROCERY II,0.0,0
410,2013-01-01,20,HARDWARE,0.0,0
411,2013-01-01,20,HOME AND KITCHEN I,0.0,0
412,2013-01-01,20,HOME AND KITCHEN II,0.0,0
413,2013-01-01,20,HOME APPLIANCES,0.0,0
414,2013-01-01,20,HOME CARE,0.0,0
415,2013-01-01,20,LADIESWEAR,0.0,0
416,2013-01-01,20,LAWN AND GARDEN,0.0,0
417,2013-01-01,20,LINGERIE,0.0,0
418,2013-01-01,20,"LIQUOR,WINE,BEER",0.0,0
419,2013-01-01,20,MAGAZINES,0.0,0
420,2013-01-01,20,MEATS,0.0,0
421,2013-01-01,20,PERSONAL CARE,0.0,0
422,2013-01-01,20,PET SUPPLIES,0.0,0
423,2013-01-01,20,PLAYERS AND ELECTRONICS,0.0,0
424,2013-01-01,20,POULTRY,0.0,0
425,2013-01-01,20,PREPARED FOODS,0.0,0
426,2013-01-01,20,PRODUCE,0.0,0
427,2013-01-01,20,SCHOOL AND OFFICE SUPPLIES,0.0,0
428,2013-01-01,20,SEAFOOD,0.0,0
429,2013-01-01,21,AUTOMOTIVE,0.0,0
